,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80
2005-11-24,0.0,0.0,0.0,0.0,0.0,0.0,0.024196387197955596,0.00514694558214543,0.07369133238376382,0.0,0.0,0.0,0.0,0.0,0.0,1.844220597590991e-18,2.721274474870097e-19,0.0,0.0,0.1372107022062616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6370723023845926e-19,0.0,0.08430389235215092,0.0,0.0,0.0,0.0,0.0,2.0738218089001276e-18,0.0,0.0,0.0,0.0,0.0,0.0499775352641512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09225261770857467,0.0,0.2524357755487781,0.0,0.2253661655695936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020887449794512028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.236011787527801e-19,0.034531196392113016,0.0,0.0,0.0,0.0,0.0,0.0
2005-11-25,0.0,0.0,0.0,0.0,0.0,0.0,0.024196387197955596,0.00514694558214543,0.07369133238376382,0.0,0.0,0.0,0.0,0.0,0.0,1.844220597590991e-18,2.721274474870097e-19,0.0,0.0,0.1372107022062616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6370723023845926e-19,0.0,0.08430389235215092,0.0,0.0,0.0,0.0,0.0,2.0738218089001276e-18,0.0,0.0,0.0,0.0,0.0,0.0499775352641512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09225261770857467,0.0,0.2524357755487781,0.0,0.2253661655695936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020887449794512028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.236011787527801e-19,0.034531196392113016,0.0,0.0,0.0,0.0,0.0,0.0
2005-11-28,0.0,0.0,0.0,0.0,0.0,0.0,0.024196387197955596,0.00514694558214543,0.07369133238376382,0.0,0.0,0.0,0.0,0.0,0.0,1.844220597590991e-18,2.721274474870097e-19,0.0,0.0,0.1372107022062616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6370723023845926e-19,0.0,0.08430389235215092,0.0,0.0,0.0,0.0,0.0,2.0738218089001276e-18,0.0,0.0,0.0,0.0,0.0,0.0499775352641512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09225261770857467,0.0,0.2524357755487781,0.0,0.2253661655695936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020887449794512028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.236011787527801e-19,0.034531196392113016,0.0,0.0,0.0,0.0,0.0,0.0
2005-11-29,0.0,0.0,0.0,0.0,0.0,0.0,0.024196387197955596,0.00514694558214543,0.07369133238376382,0.0,0.0,0.0,0.0,0.0,0.0,1.844220597590991e-18,2.721274474870097e-19,0.0,0.0,0.1372107022062616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6370723023845926e-19,0.0,0.08430389235215092,0.0,0.0,0.0,0.0,0.0,2.0738218089001276e-18,0.0,0.0,0.0,0.0,0.0,0.0499775352641512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09225261770857467,0.0,0.2524357755487781,0.0,0.2253661655695936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020887449794512028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.236011787527801e-19,0.034531196392113016,0.0,0.0,0.0,0.0,0.0,0.0
2005-11-30,0.0,0.0,0.0,0.0,0.0,0.0,0.024196387197955596,0.00514694558214543,0.07369133238376382,0.0,0.0,0.0,0.0,0.0,0.0,1.844220597590991e-18,2.721274474870097e-19,0.0,0.0,0.1372107022062616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6370723023845926e-19,0.0,0.08430389235215092,0.0,0.0,0.0,0.0,0.0,2.0738218089001276e-18,0.0,0.0,0.0,0.0,0.0,0.0499775352641512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09225261770857467,0.0,0.2524357755487781,0.0,0.2253661655695936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020887449794512028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.236011787527801e-19,0.034531196392113016,0.0,0.0,0.0,0.0,0.0,0.0
2005-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.024196387197955596,0.00514694558214543,0.07369133238376382,0.0,0.0,0.0,0.0,0.0,0.0,1.844220597590991e-18,2.721274474870097e-19,0.0,0.0,0.1372107022062616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6370723023845926e-19,0.0,0.08430389235215092,0.0,0.0,0.0,0.0,0.0,2.0738218089001276e-18,0.0,0.0,0.0,0.0,0.0,0.0499775352641512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09225261770857467,0.0,0.2524357755487781,0.0,0.2253661655695936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020887449794512028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.236011787527801e-19,0.034531196392113016,0.0,0.0,0.0,0.0,0.0,0.0
2005-12-02,0.0,0.0,0.0,0.0,0.0,0.0,0.024196387197955596,0.00514694558214543,0.07369133238376382,0.0,0.0,0.0,0.0,0.0,0.0,1.844220597590991e-18,2.721274474870097e-19,0.0,0.0,0.1372107022062616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6370723023845926e-19,0.0,0.08430389235215092,0.0,0.0,0.0,0.0,0.0,2.0738218089001276e-18,0.0,0.0,0.0,0.0,0.0,0.0499775352641512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09225261770857467,0.0,0.2524357755487781,0.0,0.2253661655695936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020887449794512028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.236011787527801e-19,0.034531196392113016,0.0,0.0,0.0,0.0,0.0,0.0
2005-12-05,0.0,0.0,0.0,0.0,0.0,0.0,0.024196387197955596,0.00514694558214543,0.07369133238376382,0.0,0.0,0.0,0.0,0.0,0.0,1.844220597590991e-18,2.721274474870097e-19,0.0,0.0,0.1372107022062616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6370723023845926e-19,0.0,0.08430389235215092,0.0,0.0,0.0,0.0,0.0,2.0738218089001276e-18,0.0,0.0,0.0,0.0,0.0,0.0499775352641512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09225261770857467,0.0,0.2524357755487781,0.0,0.2253661655695936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020887449794512028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.236011787527801e-19,0.034531196392113016,0.0,0.0,0.0,0.0,0.0,0.0
2005-12-06,0.0,0.0,0.0,0.0,0.0,0.0,0.024196387197955596,0.00514694558214543,0.07369133238376382,0.0,0.0,0.0,0.0,0.0,0.0,1.844220597590991e-18,2.721274474870097e-19,0.0,0.0,0.1372107022062616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6370723023845926e-19,0.0,0.08430389235215092,0.0,0.0,0.0,0.0,0.0,2.0738218089001276e-18,0.0,0.0,0.0,0.0,0.0,0.0499775352641512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09225261770857467,0.0,0.2524357755487781,0.0,0.2253661655695936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020887449794512028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.236011787527801e-19,0.034531196392113016,0.0,0.0,0.0,0.0,0.0,0.0
2005-12-07,0.0,0.0,0.0,0.0,0.0,0.0,0.024196387197955596,0.00514694558214543,0.07369133238376382,0.0,0.0,0.0,0.0,0.0,0.0,1.844220597590991e-18,2.721274474870097e-19,0.0,0.0,0.1372107022062616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6370723023845926e-19,0.0,0.08430389235215092,0.0,0.0,0.0,0.0,0.0,2.0738218089001276e-18,0.0,0.0,0.0,0.0,0.0,0.0499775352641512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09225261770857467,0.0,0.2524357755487781,0.0,0.2253661655695936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020887449794512028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.236011787527801e-19,0.034531196392113016,0.0,0.0,0.0,0.0,0.0,0.0
