,Equal Weight
2023-02-13,0.004971329786456094
2023-02-14,-0.014226168091768517
2023-02-15,0.016062853201691797
2023-02-16,0.002503558655428394
2023-02-17,-0.004545296084241249
2023-02-22,-0.018528605820520735
2023-02-23,0.001262454708885461
2023-02-24,-0.014600623238060436
2023-02-27,-0.0018473862872822773
2023-02-28,-0.00961508617544371
2023-03-01,-0.007922204138598446
2023-03-02,-0.0059945664741638096
2023-03-03,0.00023087968796511903
2023-03-06,0.015622223144617885
2023-03-07,3.5116937815607365e-05
2023-03-08,0.025391925124875644
2023-03-09,-0.013495550178494173
2023-03-10,-0.015546567100322994
2023-03-13,-0.0013694857159634855
2023-03-14,-0.004833258232710355
2023-03-15,0.0011628959323926665
2023-03-16,0.005461231316048605
2023-03-17,-0.01838812163256077
2023-03-20,-0.016323910232360885
2023-03-21,-0.001578268605809427
2023-03-22,-0.0070875522610776434
2023-03-23,-0.02504675698363503
2023-03-24,0.017087748588347808
2023-03-27,0.006496597423987428
2023-03-28,0.016356275537342427
2023-03-29,0.0025122362497588067
2023-03-30,0.021812929916096967
2023-03-31,-0.018380410043494763
2023-04-03,-0.011689148136259995
2023-04-04,0.008359357278893488
2023-04-05,-0.010378991887641876
2023-04-06,0.0024343443017565856
2023-04-10,0.0070824417669796335
2023-04-11,0.04119061331404087
2023-04-12,0.010703948227430789
2023-04-13,-0.002905921259610628
2023-04-14,-0.006266429058892193
2023-04-17,-0.0018225743339072053
2023-04-18,-0.007858238584211768
2023-04-19,-0.021329409692298833
2023-04-20,0.009390771488334787
2023-04-24,-0.0007947239037187043
2023-04-25,-0.00952804820772656
2023-04-26,-0.007523441805990518
2023-04-27,0.006584627518339735
2023-04-28,0.015619561411558121
2023-05-02,-0.021417625945121324
2023-05-03,0.0014815779350025756
2023-05-04,0.006960237278795653
2023-05-05,0.029653453274852217
2023-05-08,0.006668023250629793
2023-05-09,0.00888634472528286
2023-05-10,0.010336550967477657
2023-05-11,0.010510675094540333
2023-05-12,-0.002246761766981513
2023-05-15,0.002575374948572405
2023-05-16,-0.013477563984090087
2023-05-17,0.01357802511794159
2023-05-18,0.012330564014136536
2023-05-19,0.011798181335311884
2023-05-22,0.00036193342982960045
2023-05-23,-0.006728612296653593
2023-05-24,-0.011756268521020453
2023-05-25,0.013475316057130848
2023-05-26,0.006396298584367207
2023-05-29,-0.0026353245123944954
2023-05-30,-0.010008914241239166
2023-05-31,0.00017167219875879463
2023-06-01,0.01874345046171559
2023-06-02,0.012718612004687007
2023-06-05,0.002561242069885052
2023-06-06,0.021454413004183246
2023-06-07,0.00418522542770666
2023-06-09,0.011672057274422854
2023-06-12,0.0028730109205090783
2023-06-13,-0.013425738683010575
2023-06-14,0.01941970435411908
2023-06-15,0.004751804671961328
2023-06-16,-0.006066946958138585
2023-06-19,0.006943875563462089
2023-06-20,0.0014066035599617551
2023-06-21,0.0036316036930142816
2023-06-22,-0.014680348711267416
2023-06-23,0.0073538397346264404
2023-06-26,-0.012989428861378072
2023-06-27,-0.009656720335019119
2023-06-28,-0.005096932781548942
2023-06-29,0.019667513646525338
2023-06-30,0.0035477976941478482
2023-07-03,0.006665544454703205
2023-07-04,-0.003041864801183008
2023-07-05,0.008337267275396387
2023-07-06,-0.01657927732604947
2023-07-07,0.01772881057216402
2023-07-10,-0.008555241318963683
2023-07-11,-0.0058725370317317
2023-07-12,-0.0013271540124647307
2023-07-13,0.010183385691534822
2023-07-14,-0.01569298351624388
2023-07-17,0.0047328593328799014
2023-07-18,-0.00014115796401011895
2023-07-19,-0.005115212379403383
2023-07-20,0.0021151879196757047
